ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd
10775,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,8,"Developer, mobile",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",Switzerland,CHF	Swiss franc,JavaScript;Kotlin;Swift;TypeScript,NA,96714
10799,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,10,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Manufacturing,Germany,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;TypeScript,Dynamodb,58587
10806,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,29,32,"Architect, software or solutions",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Healthcare,Canada,CAD Canadian dollar,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;PHP;PowerShell;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL,109438
1082,55-64 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",42,44,"Architect, software or solutions",NA,NA,NA,Software Development,United States of America,USD United States dollar,C;C++,NA,250000
10821,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20,25,"Developer, back-end","10,000 or more employees",Individual contributor,Remote,Software Development,Canada,CAD Canadian dollar,C#;JavaScript;PowerShell;Python;SQL;TypeScript,Microsoft SQL Server;PostgreSQL;Redis;SQLite,116733
10828,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,8,"Developer, full-stack",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Government,Hungary,HUF	Hungarian forint,C;C++;HTML/CSS;Java;JavaScript;Lua;PHP;Python;SQL,MariaDB,23133
10838,35-44 years old,"Associate degree (A.A., A.S., etc.)",Employed,20,25,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Higher Education,Canada,CAD Canadian dollar,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,MariaDB;MySQL,73932
10856,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13,18,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Banking/Financial Services,Germany,EUR European Euro,Bash/Shell (all shells);Dart;Java;SQL,H2;Oracle;PostgreSQL,99773
10858,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6,7,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Government,United States of America,USD United States dollar,HTML/CSS;JavaScript;Python;SQL;TypeScript,PostgreSQL,102000
10860,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,10,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C#;HTML/CSS;TypeScript,PostgreSQL,47650
10883,35-44 years old,Some college/university study without earning a degree,Employed,20,16,Other (please specify):,"10,000 or more employees",Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);Go;Java;Python;SQL,Dynamodb;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,355000
10891,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",7,12,"Developer, back-end",NA,NA,NA,Other:,Finland,EUR European Euro,C;C#;Dart;Elixir;F#;Go;HTML/CSS;JavaScript;Scala;SQL;TypeScript,Cosmos DB;Databricks SQL;Dynamodb;Microsoft SQL Server;PostgreSQL;Redis;SQLite;Cockroachdb;Pocketbase,104413
109,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",28,30,"Developer, full-stack",NA,NA,NA,Other:,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C#;HTML/CSS;JavaScript;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;SQLite,88492
10901,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,9,"Developer, mobile",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Retail and Consumer Services,Czech Republic,CZK	Czech koruna,Swift,NA,89867
10911,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13,20,"Developer, back-end",Less than 20 employees,Individual contributor,Remote,Software Development,Croatia,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Visual Basic (.Net),MySQL;PostgreSQL,75410
10913,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2,6,"Developer, front-end",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,MySQL,53095
10914,25-34 years old,Some college/university study without earning a degree,Employed,5,9,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Ruby;TypeScript,PostgreSQL;Redis,83046
10923,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20,30,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Netherlands,EUR European Euro,C;C#;C++;HTML/CSS;Java;JavaScript;SQL,PostgreSQL;Redis,64968
1093,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4,9,Academic researcher,20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Energy,Qatar,QAR	Qatari riyal,C;Java;JavaScript;Kotlin;MATLAB;Python,Cloud Firestore;Firebase Realtime Database;SQLite,46111
10930,18-24 years old,"Associate degree (A.A., A.S., etc.)",Employed,4,10,"Architect, software or solutions",100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,C#;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server,80000
10936,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13,17,"Developer, full-stack","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Transportation, or Supply Chain",United States of America,USD United States dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lisp;Lua;PowerShell;Python;SQL;VBA;Visual Basic (.Net),Microsoft SQL Server,75000
10946,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,8,"Developer, full-stack",500 to 999 employees,Individual contributor,In-person,Higher Education,United States of America,USD United States dollar,Bash/Shell (all shells);C#;JavaScript;Python;Rust;SQL;TypeScript,Oracle;PostgreSQL;Redis;SQLite,82000
10950,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,11,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,In-person,Manufacturing,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL,59902
10951,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7,7,Cloud infrastructure engineer,500 to 999 employees,Individual contributor,In-person,"Internet, Telecomm or Information Services",Bangladesh,BDT	Bangladeshi taka,NA,NA,1317
10959,25-34 years old,Some college/university study without earning a degree,Employed,5,6,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,Spain,EUR European Euro,HTML/CSS;JavaScript;Python,Dynamodb,51046
10963,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Not employed,11,14,"Developer, back-end",NA,NA,NA,NA,Ukraine,UAH Ukrainian hryvnia,JavaScript;PHP;Python;TypeScript,BigQuery;MySQL;Redis,47932
10974,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,23,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Software Development,Germany,EUR European Euro,NA,NA,92812
10992,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",30,35,"Developer, embedded applications or devices","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,Remote,Energy,United States of America,USD United States dollar,C;C++;Python;Rust,NA,250000
10995,18-24 years old,Some college/university study without earning a degree,Student,NA,7,Student,NA,NA,NA,NA,United States of America,USD United States dollar,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;Python;Rust;SQL;TypeScript,MariaDB;MongoDB;MySQL;SQLite,25000
11001,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13,18,DevOps engineer or professional,100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);Go;Python;SQL;TypeScript,PostgreSQL,215000
1101,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30,40,Engineering manager,Less than 20 employees,People manager,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript;Zig,DuckDB;InfluxDB;PostgreSQL;Redis;Snowflake;SQLite;Pocketbase,253000
11014,25-34 years old,Some college/university study without earning a degree,Employed,3,10,"Developer, full-stack",Less than 20 employees,NA,"Hybrid (some remote, leans heavy to in-person)",Software Development,Netherlands,EUR European Euro,Bash/Shell (all shells);JavaScript;Kotlin;SQL;TypeScript,Firebase Realtime Database;MySQL;PostgreSQL,60560
11015,35-44 years old,"Associate degree (A.A., A.S., etc.)",Employed,6,6,"Architect, software or solutions",20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Elixir;Erlang,MongoDB;PostgreSQL,185000
11016,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7,12,"Developer, mobile",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Dart;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,NA,78962
1102,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,15,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,France,EUR European Euro,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;Rust;SQL;Swift;TypeScript,BigQuery;Elasticsearch;InfluxDB;PostgreSQL;Redis;SQLite;Amazon Redshift,95132
11021,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14,22,"Architect, software or solutions",Less than 20 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Assembly;Bash/Shell (all shells);C;C#;C++;F#;Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Cassandra;Cosmos DB;DuckDB;MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,160000
1103,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3,10,"Developer, embedded applications or devices","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,EUR European Euro,C;C++;Python;Rust,NA,52207
11031,25-34 years old,Some college/university study without earning a degree,Employed,10,12,"Architect, software or solutions",100 to 499 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Government,Czech Republic,CZK	Czech koruna,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;PowerShell;Python,Microsoft SQL Server,24339
11048,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,27,"Developer, full-stack",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);C#;PowerShell;TypeScript,PostgreSQL,61264
11050,35-44 years old,"Associate degree (A.A., A.S., etc.)",Not employed,15,32,"Developer, full-stack",NA,NA,NA,NA,United States of America,USD United States dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,100000
11057,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,13,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,Other:,Chile,CLP	Chilean peso,Bash/Shell (all shells);C;C#;Dart;GDScript;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;Rust;SQL;TypeScript,MySQL;Redis;SQLite,16541
11067,25-34 years old,Other (please specify):,Employed,7,15,"Developer, full-stack",Less than 20 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,Canada,CAD Canadian dollar,HTML/CSS;JavaScript;PHP;TypeScript,PostgreSQL;Redis,56908
11089,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,NA,7,Academic researcher,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Lebanon,LBP Lebanese pound,Bash/Shell (all shells);C;C++;Python,NA,6700
11090,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,4,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,India,INR Indian rupee,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL;Redis;Valkey,5231
11091,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14,16,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,Remote,Fintech,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Microsoft SQL Server;SQLite,160272
11092,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,4,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Fintech,Ukraine,UAH Ukrainian hryvnia,C#;HTML/CSS;JavaScript;SQL,Cosmos DB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,11504
11095,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,17,"Developer, back-end",Less than 20 employees,Individual contributor,Remote,Software Development,Portugal,EUR European Euro,Bash/Shell (all shells);Go;Java;JavaScript;SQL;TypeScript,Firebase Realtime Database;MySQL;PostgreSQL;Clickhouse,116015
11097,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,7,"Developer, full-stack",I don’t know,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;Swift;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,138000
11103,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,13,Cloud infrastructure engineer,20 to 99 employees,Individual contributor,Remote,Media & Advertising Services,Brazil,USD United States dollar,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;SQL;TypeScript,Cloud Firestore;Dynamodb;Elasticsearch;Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;Redis;SQLite,36000
11108,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,17,"Developer, embedded applications or devices","10,000 or more employees",Individual contributor,Remote,Computer Systems Design and Services,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);C;C++;Groovy;HTML/CSS;JavaScript;Python;SQL,MariaDB;MySQL;PostgreSQL;SQLite,183791
